,Attacker,Graph size,Returns,Episode lengths
632,well-informed,7,-1721.0,80.0
633,well-informed,7,-598.0,123.0
634,well-informed,7,-475.0,327.0
635,well-informed,27,-30244.0,601.0
636,well-informed,27,-101233.0,213.0
637,well-informed,27,-78818.0,456.0
638,well-informed,27,-125226.0,414.0
639,well-informed,27,-113953.0,388.0
640,well-informed,44,-120035.0,1063.0
641,well-informed,44,-104707.0,869.0
642,well-informed,44,-125447.0,1306.0
643,well-informed,44,-120640.0,757.0
644,well-informed,44,-96378.0,609.0
645,well-informed,56,-110579.0,630.0
646,well-informed,56,-59337.0,678.0
647,well-informed,56,-159750.0,377.0
648,well-informed,56,-140238.0,386.0
649,well-informed,56,-98561.0,659.0
650,well-informed,62,-115234.0,603.0
651,well-informed,62,-82323.0,409.0
652,well-informed,62,-175901.0,789.0
653,well-informed,62,-124702.0,366.0
654,well-informed,62,-142833.0,678.0
655,well-informed,65,-101866.0,663.0
656,well-informed,65,-129602.0,507.0
657,well-informed,65,-107742.0,647.0
658,well-informed,65,-137556.0,681.0
659,well-informed,65,-73799.0,478.0
660,well-informed,78,-61377.0,1514.0
661,well-informed,78,-187909.0,572.0
662,well-informed,78,-190976.0,1257.0
663,well-informed,78,-113228.0,1196.0
664,well-informed,78,-140485.0,900.0
665,informed,7,-22387.0,99.0
666,informed,7,-30.0,75.0
667,informed,7,-1721.0,80.0
668,informed,7,-598.0,123.0
669,informed,7,-475.0,327.0
670,informed,27,-30244.0,601.0
671,informed,27,-101233.0,213.0
672,informed,27,-78818.0,456.0
673,informed,27,-125226.0,414.0
674,informed,27,-113953.0,388.0
675,informed,44,-120035.0,1063.0
676,informed,44,-104707.0,869.0
677,informed,44,-125447.0,1306.0
678,informed,44,-120640.0,757.0
679,informed,44,-96378.0,609.0
680,informed,56,-110579.0,630.0
681,informed,56,-59337.0,678.0
682,informed,56,-159750.0,377.0
683,informed,56,-140238.0,386.0
684,informed,56,-98561.0,659.0
685,informed,62,-115234.0,603.0
686,informed,62,-82323.0,409.0
687,informed,62,-175901.0,789.0
688,informed,62,-124702.0,366.0
689,informed,62,-142833.0,678.0
690,informed,65,-101866.0,663.0
691,informed,65,-129602.0,507.0
692,informed,65,-107742.0,647.0
693,informed,65,-137556.0,681.0
694,informed,65,-73799.0,478.0
695,informed,78,-61377.0,1514.0
696,informed,78,-187909.0,572.0
697,informed,78,-190976.0,1257.0
698,informed,78,-113228.0,1196.0
699,informed,78,-140485.0,900.0
700,round-robin-no-action,7,-22199.0,193.0
701,round-robin-no-action,7,-23582.0,83.0
702,round-robin-no-action,7,-372.0,795.0
703,round-robin-no-action,7,-5811.0,45.0
704,round-robin-no-action,7,-12114.0,141.0
705,round-robin-no-action,27,-28164.0,1017.0
706,round-robin-no-action,27,-47162.0,526.0
707,round-robin-no-action,27,-79313.0,1396.0
708,round-robin-no-action,27,-108470.0,838.0
709,round-robin-no-action,27,-99644.0,592.0
710,round-robin-no-action,44,-115760.0,1538.0
711,round-robin-no-action,44,-69596.0,769.0
712,round-robin-no-action,44,-67101.0,2398.0
713,round-robin-no-action,44,-105969.0,1376.0
714,round-robin-no-action,44,-79670.0,1793.0
715,round-robin-no-action,56,-102922.0,1219.0
716,round-robin-no-action,56,-115137.0,733.0
717,round-robin-no-action,56,-133494.0,1415.0
718,round-robin-no-action,56,-139536.0,792.0
719,round-robin-no-action,56,-80870.0,1283.0
720,round-robin-no-action,62,-106546.0,1146.0
721,round-robin-no-action,62,-110577.0,1301.0
722,round-robin-no-action,62,-120155.0,638.0
723,round-robin-no-action,62,-84650.0,2049.0
